,rateCode,price,Location,Instance Family,vCPU,Instance Type,Memory,Storage,Network Performance,plc:OperatingSystem,plc:InstanceFamily,Operating System,Pre Installed S/W,License Model
0,BFQV6KTUX7K3CP48.JRTCKXETXF.6YS6EN2CT7,10.18368,US East (Ohio),General purpose,128,m6idn.32xlarge,512.0,4 x 1900 SSD,200000 Megabit,Linux,General Purpose,Linux,NA,No License required
1,BERDMNGW94ZEU6QJ.JRTCKXETXF.6YS6EN2CT7,0.6528,US East (Ohio),General purpose,16,m7g.4xlarge,64.0,EBS only,Up to 15 Gigabit,Linux,General Purpose,Linux,NA,No License required
2,BQPEB7HYTVEZPKJW.JRTCKXETXF.6YS6EN2CT7,0.0208,US East (Ohio),General purpose,2,t3.small,2.0,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
3,BQZZZARYEWGN3XUG.JRTCKXETXF.6YS6EN2CT7,7.2576,US East (Ohio),Compute optimized,128,c6in.32xlarge,256.0,EBS only,200000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
4,DRUR73KJWREKJ337.JRTCKXETXF.6YS6EN2CT7,5.57856,US East (Ohio),Memory optimized,64,r6in.16xlarge,512.0,EBS only,100000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
5,DRM894W87RNVKC9C.JRTCKXETXF.6YS6EN2CT7,2.672,US East (Ohio),Memory optimized,32,x2gd.8xlarge,512.0,1 x 1900 SSD,12 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
6,DKJC6P99EK582542.JRTCKXETXF.6YS6EN2CT7,5.344,US East (Ohio),Memory optimized,64,x2gd.16xlarge,1024.0,2 x 1900 SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
7,DCAN3UYA4WAGA2DP.JRTCKXETXF.6YS6EN2CT7,12.50496,US East (Ohio),Memory optimized,128,r6idn.32xlarge,1024.0,4 x 1900 SSD,200000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
8,DCEDSU592GQNCDE3.JRTCKXETXF.6YS6EN2CT7,1.734,US East (Ohio),GPU instance,32,g4ad.8xlarge,128.0,1200 GB NVMe SSD,15 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
9,DJPGFVCZAKBSEZ3N.JRTCKXETXF.6YS6EN2CT7,5.52,US East (Ohio),Storage optimized,36,d2.8xlarge,244.0,24 x 2000 HDD,10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
10,DEYCADAD4CCXYTHA.JRTCKXETXF.6YS6EN2CT7,7.63776,US East (Ohio),General purpose,96,m6idn.24xlarge,384.0,4 x 1425 SSD,150000 Megabit,Linux,General Purpose,Linux,NA,No License required
11,D947XV3XRFYF58QP.JRTCKXETXF.6YS6EN2CT7,2.7648,US East (Ohio),Compute optimized,64,c6gn.16xlarge,128.0,EBS only,100 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
12,DBBN8V6AE5WQCCGZ.JRTCKXETXF.6YS6EN2CT7,0.312,US East (Ohio),Storage optimized,4,i3.xlarge,30.5,1 x 950 NVMe SSD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
13,DWACZZBP7VK58VJU.JRTCKXETXF.6YS6EN2CT7,4.8384,US East (Ohio),Memory optimized,64,r6id.16xlarge,512.0,2 x 1900 SSD,25000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
14,DWQDRJ9AWUJ8BZKH.JRTCKXETXF.6YS6EN2CT7,13.338,US East (Ohio),Memory optimized,128,x1.32xlarge,1952.0,2 x 1920 SSD,High,Linux,Memory Optimized,Linux,NA,No License required
15,DTR7TV6QJDGRZPY3.JRTCKXETXF.6YS6EN2CT7,0.0384,US East (Ohio),Compute optimized,1,c6gd.medium,2.0,1 x 59 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
16,DU4PGFNABH466WST.JRTCKXETXF.6YS6EN2CT7,5.424,US East (Ohio),General purpose,96,m5d.metal,384.0,4 x 900 NVMe SSD,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
17,DBKA4F5TG2FX3D2E.JRTCKXETXF.6YS6EN2CT7,2.064,US East (Ohio),General purpose,48,m5a.12xlarge,192.0,EBS only,10 Gigabit,Linux,General Purpose,Linux,NA,No License required
18,EE9WDWPYWXY84HCQ.JRTCKXETXF.6YS6EN2CT7,0.252,US East (Ohio),Memory optimized,4,r6i.xlarge,32.0,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
19,EED27S48BR48WD8R.JRTCKXETXF.6YS6EN2CT7,4.45536,US East (Ohio),General purpose,64,m6in.16xlarge,256.0,EBS only,100000 Megabit,Linux,General Purpose,Linux,NA,No License required
20,E797PRUASNHCBEEP.JRTCKXETXF.6YS6EN2CT7,0.408,US East (Ohio),General purpose,16,a1.metal,32.0,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
21,E87EXYPFQTKVGJD5.JRTCKXETXF.6YS6EN2CT7,0.3264,US East (Ohio),General purpose,8,m7g.2xlarge,32.0,EBS only,Up to 15 Gigabit,Linux,General Purpose,Linux,NA,No License required
22,E9R6RMUH4FPR7URB.JRTCKXETXF.6YS6EN2CT7,0.1664,US East (Ohio),General purpose,4,t3.xlarge,16.0,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
23,EAYEQW5NAMGTCACD.JRTCKXETXF.6YS6EN2CT7,1.848,US East (Ohio),Compute optimized,48,c5a.12xlarge,96.0,EBS only,12 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
24,EC2DPBKAYXPR7RXR.JRTCKXETXF.6YS6EN2CT7,2.4576,US East (Ohio),Compute optimized,64,c6gd.16xlarge,128.0,2 x 1900 NVMe SSD,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
25,EC2PAVJCS6AVJP5H.JRTCKXETXF.6YS6EN2CT7,0.272,US East (Ohio),Compute optimized,8,c6g.2xlarge,16.0,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
26,C38D7U8Z77DHFQF9.JRTCKXETXF.6YS6EN2CT7,7.5936,US East (Ohio),General purpose,128,m6id.32xlarge,512.0,4 x 1900 SSD,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
27,C55YKQ7XASSPNKZV.JRTCKXETXF.6YS6EN2CT7,2.91034,US East (Ohio),Storage optimized,32,im4gn.8xlarge,128.0,2 x 7500 SSD,50 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
28,C79CFFXAPJP6EMBQ.JRTCKXETXF.6YS6EN2CT7,3.9641,US East (Ohio),General purpose,48,m5zn.12xlarge,192.0,EBS only,100 Gigabit,Linux,General Purpose,Linux,NA,No License required
29,CEP2AAWKBFKWJQSK.JRTCKXETXF.6YS6EN2CT7,1.088,US East (Ohio),Compute optimized,32,c6g.8xlarge,64.0,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
30,CEQV2KXNA3CB7Q8X.JRTCKXETXF.6YS6EN2CT7,4.992,US East (Ohio),Storage optimized,72,i3.metal,512.0,8 x 1900 NVMe SSD,25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
31,CDYNE8ATA4665QUE.JRTCKXETXF.6YS6EN2CT7,0.0816,US East (Ohio),General purpose,2,m7g.large,8.0,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
32,C3VQWBC8RWRXMSRG.JRTCKXETXF.6YS6EN2CT7,6.528,US East (Ohio),General purpose,96,m5dn.24xlarge,384.0,4 x 900 NVMe SSD,100 Gigabit,Linux,General Purpose,Linux,NA,No License required
33,C47DG55MKHUP8BQ8.JRTCKXETXF.6YS6EN2CT7,0.086,US East (Ohio),General purpose,2,m5a.large,8.0,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
34,C4THTDBKHV5GXTJD.JRTCKXETXF.6YS6EN2CT7,4.608,US East (Ohio),Compute optimized,96,c5d.24xlarge,192.0,4 x 900 NVMe SSD,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
35,C987BYNNSPW8V65Z.JRTCKXETXF.6YS6EN2CT7,5.82067,US East (Ohio),Storage optimized,64,im4gn.16xlarge,256.0,4 x 7500 SSD,100 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
36,CYYV3XADFYTHU7DY.JRTCKXETXF.6YS6EN2CT7,2.54592,US East (Ohio),General purpose,32,m6idn.8xlarge,128.0,1 x 1900 SSD,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
37,D25GXWFH8WX2KCCZ.JRTCKXETXF.6YS6EN2CT7,0.086,US East (Ohio),Compute optimized,2,c5ad.large,4.0,1 x 75 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
38,D3NYAKZE5EV25YTB.JRTCKXETXF.6YS6EN2CT7,0.17433,US East (Ohio),Memory optimized,2,r6in.large,16.0,EBS only,Up to 25000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
39,D5QS239TRWNTY6KV.JRTCKXETXF.6YS6EN2CT7,0.2268,US East (Ohio),Memory optimized,4,r6a.xlarge,32.0,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
40,D4NUSS37ZFG8846A.JRTCKXETXF.6YS6EN2CT7,0.68,US East (Ohio),Compute optimized,16,c6i.4xlarge,32.0,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
41,CK9BZATX8QVKPM97.JRTCKXETXF.6YS6EN2CT7,2.0736,US East (Ohio),Compute optimized,48,c6gn.12xlarge,96.0,EBS only,75 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
42,CU86M25SPWQA8CJ7.JRTCKXETXF.6YS6EN2CT7,0.1728,US East (Ohio),Compute optimized,4,c6gn.xlarge,8.0,EBS only,Up to 25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
43,CVPBWYG2JMGPVSB3.JRTCKXETXF.6YS6EN2CT7,2.4192,US East (Ohio),Compute optimized,48,c6id.12xlarge,96.0,2 x 1425 SSD,18750 Megabit,Linux,Compute Optimized,Linux,NA,No License required
44,CW5K8WDXPZA79ZFW.JRTCKXETXF.6YS6EN2CT7,0.63648,US East (Ohio),General purpose,8,m6idn.2xlarge,32.0,1 x 474 SSD,Up to 40000 Megabit,Linux,General Purpose,Linux,NA,No License required
45,CWBK779A7QPAG983.JRTCKXETXF.6YS6EN2CT7,0.144,US East (Ohio),Memory optimized,2,r5d.large,16.0,1 x 75 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
46,CU66VZTZ2K54R4BC.JRTCKXETXF.6YS6EN2CT7,1.192,US East (Ohio),Memory optimized,16,r5n.4xlarge,128.0,EBS only,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
47,CSXZUZDDB3UM3A97.JRTCKXETXF.6YS6EN2CT7,9.6768,US East (Ohio),Memory optimized,128,r6id.metal,1024.0,4 x 1900 SSD,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
48,CPTG6F2DF7QJZ8PE.JRTCKXETXF.6YS6EN2CT7,0.2304,US East (Ohio),Memory optimized,4,r6gd.xlarge,32.0,1 x 237 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
49,BP4MG4P47R5ZJUG3.JRTCKXETXF.6YS6EN2CT7,4.008,US East (Ohio),Memory optimized,48,x2gd.12xlarge,768.0,2 x 1425 SSD,20 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
50,BP8MTRD66KW669AY.JRTCKXETXF.6YS6EN2CT7,0.504,US East (Ohio),Memory optimized,8,r6i.2xlarge,64.0,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
51,BKYGXBDX8TJV57PF.JRTCKXETXF.6YS6EN2CT7,0.2268,US East (Ohio),Compute optimized,4,c6in.xlarge,8.0,EBS only,Up to 30000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
52,BN4FCW63KDU5A5XK.JRTCKXETXF.6YS6EN2CT7,0.2016,US East (Ohio),Compute optimized,4,c6id.xlarge,8.0,1 x 237 SSD,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
53,BHWZ5SVSVVDDEC7Q.JRTCKXETXF.6YS6EN2CT7,0.068,US East (Ohio),Compute optimized,2,c6g.large,4.0,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
54,C3DAVGCJ23S9ZM8Q.JRTCKXETXF.6YS6EN2CT7,0.544,US East (Ohio),Compute optimized,16,c6g.4xlarge,32.0,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
55,C6SRSCBJJS6WE8T7.JRTCKXETXF.6YS6EN2CT7,3.024,US East (Ohio),Memory optimized,48,r6i.12xlarge,384.0,EBS only,18750 Megabit,Linux,Memory Optimized,Linux,NA,No License required
56,C27E7SSHH5KKMT99.JRTCKXETXF.6YS6EN2CT7,1.2288,US East (Ohio),Compute optimized,32,c6gd.8xlarge,64.0,1 x 1900 NVMe SSD,10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
57,C2N434SQBGHCYP33.JRTCKXETXF.6YS6EN2CT7,1.008,US East (Ohio),Memory optimized,16,r6i.4xlarge,128.0,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
58,C2PFYWF5NDYBP6U2.JRTCKXETXF.6YS6EN2CT7,1.376,US East (Ohio),Compute optimized,32,c5ad.8xlarge,64.0,2 x 600 NVMe SSD,10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
59,C2XHT7MUVASJ7UQ3.JRTCKXETXF.6YS6EN2CT7,2.0,US East (Ohio),General purpose,40,m4.10xlarge,160.0,EBS only,10 Gigabit,Linux,General Purpose,Linux,NA,No License required
60,EHXY2FDRBX9SBHMU.JRTCKXETXF.6YS6EN2CT7,0.344,US East (Ohio),General purpose,8,m5a.2xlarge,32.0,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
61,EHW72QF7CPPJRPF9.JRTCKXETXF.6YS6EN2CT7,4.1472,US East (Ohio),General purpose,96,m6a.24xlarge,384.0,EBS only,37500 Megabit,Linux,General Purpose,Linux,NA,No License required
62,EGWTJQTFVGAY5STC.JRTCKXETXF.6YS6EN2CT7,3.99552,US East (Ohio),Storage optimized,32,d3.8xlarge,256.0,24 x 2000 HDD,25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
63,F5AM4SNB3BPQEVR7.JRTCKXETXF.6YS6EN2CT7,1.808,US East (Ohio),Memory optimized,32,r5a.8xlarge,256.0,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
64,F7QVJT6XRWFBH2SJ.JRTCKXETXF.6YS6EN2CT7,0.9072,US East (Ohio),Compute optimized,16,c6in.4xlarge,32.0,EBS only,Up to 50000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
65,FDAHGQ2MH4GVANRN.JRTCKXETXF.6YS6EN2CT7,6.4512,US East (Ohio),Compute optimized,128,c6id.metal,256.0,4 x 1900 SSD,50000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
66,FDEGDT8QVVNMZ4MQ.JRTCKXETXF.6YS6EN2CT7,3.576,US East (Ohio),Memory optimized,48,r5n.12xlarge,384.0,EBS only,50 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
67,F9GPUA3E29X6GJVE.JRTCKXETXF.6YS6EN2CT7,0.0116,US East (Ohio),General purpose,1,t2.micro,1.0,EBS only,Low to Moderate,Linux,General Purpose,Linux,NA,No License required
68,FA3Y5HKUGHFU5PDK.JRTCKXETXF.6YS6EN2CT7,0.0042,US East (Ohio),General purpose,2,t4g.nano,0.5,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
69,EZR4NNU4465PNGD8.JRTCKXETXF.6YS6EN2CT7,0.4746,US East (Ohio),General purpose,8,m6id.2xlarge,32.0,1 x 474 SSD,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
70,EX6UG3MX4WVN4V4Z.JRTCKXETXF.6YS6EN2CT7,0.0576,US East (Ohio),Memory optimized,1,r6gd.medium,8.0,1 x 59 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
71,FNBCSQR7MUGNZQSH.JRTCKXETXF.6YS6EN2CT7,0.3456,US East (Ohio),Compute optimized,8,c6gn.2xlarge,16.0,EBS only,Up to 25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
72,FR8BQ49DN9U32H8Q.JRTCKXETXF.6YS6EN2CT7,3.072,US East (Ohio),General purpose,64,m5.16xlarge,256.0,EBS only,20 Gigabit,Linux,General Purpose,Linux,NA,No License required
73,FRPFF6N4YCNSUEDF.JRTCKXETXF.6YS6EN2CT7,3.072,US East (Ohio),General purpose,64,m6i.16xlarge,256.0,EBS only,25000 Megabit,Linux,General Purpose,Linux,NA,No License required
74,FT7C937ETECEQ7CV.JRTCKXETXF.6YS6EN2CT7,1.2096,US East (Ohio),Memory optimized,16,r6id.4xlarge,128.0,1 x 950 SSD,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
75,FSZC3TSJBXWHNWXF.JRTCKXETXF.6YS6EN2CT7,0.688,US East (Ohio),General purpose,16,m5a.4xlarge,64.0,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
76,FECHAGGPF8G7ZYDM.JRTCKXETXF.6YS6EN2CT7,2.7648,US East (Ohio),General purpose,64,m6a.16xlarge,256.0,EBS only,25000 Megabit,Linux,General Purpose,Linux,NA,No License required
77,FG7V5XKV2PXHNKGX.JRTCKXETXF.6YS6EN2CT7,0.149,US East (Ohio),Memory optimized,2,r5n.large,16.0,EBS only,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
78,FZDVDEZY8GVNHTEG.JRTCKXETXF.6YS6EN2CT7,0.499,US East (Ohio),Storage optimized,4,d3.xlarge,32.0,3 x 2000 HDD,Up to 15 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
79,G3K35SU8Y96XCQPJ.JRTCKXETXF.6YS6EN2CT7,0.0084,US East (Ohio),General purpose,2,t4g.micro,1.0,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
80,G8STD8TMZJJZZ82A.JRTCKXETXF.6YS6EN2CT7,8.2944,US East (Ohio),General purpose,192,m6a.metal,768.0,EBS only,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
81,G9EBCYNDEQUNTW58.JRTCKXETXF.6YS6EN2CT7,0.034,US East (Ohio),Compute optimized,1,c6g.medium,2.0,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
82,FVPEHP5AV64WVXR4.JRTCKXETXF.6YS6EN2CT7,0.167,US East (Ohio),Memory optimized,2,x2gd.large,32.0,1 x 118 SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
83,FV7PUC9Y973899CS.JRTCKXETXF.6YS6EN2CT7,0.051,US East (Ohio),General purpose,2,a1.large,4.0,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
84,FXK4M8EXPVVPBJXP.JRTCKXETXF.6YS6EN2CT7,0.172,US East (Ohio),Compute optimized,4,c5ad.xlarge,8.0,1 x 150 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
85,F8QJKFPYN8FAT8TV.JRTCKXETXF.6YS6EN2CT7,27.3,US East (Ohio),Memory optimized,224,u-3tb1.56xlarge,3072.0,EBS only,50 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
86,GAFQAU2ADHN683AE.JRTCKXETXF.6YS6EN2CT7,3.6864,US East (Ohio),Memory optimized,64,r6gd.metal,512.0,2 x 1900 NVMe SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
87,GCU6QSAVBZV2FF4Y.JRTCKXETXF.6YS6EN2CT7,0.1632,US East (Ohio),General purpose,4,m7g.xlarge,16.0,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
88,ERCJ3ARP9BEHJGHB.JRTCKXETXF.6YS6EN2CT7,0.34866,US East (Ohio),Memory optimized,4,r6in.xlarge,32.0,EBS only,Up to 30000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
89,GEWCPHBEYM28HQCV.JRTCKXETXF.6YS6EN2CT7,0.31824,US East (Ohio),General purpose,4,m6idn.xlarge,16.0,1 x 237 SSD,Up to 30000 Megabit,Linux,General Purpose,Linux,NA,No License required
90,HACZM2ND2FQFX2VP.JRTCKXETXF.6YS6EN2CT7,0.362,US East (Ohio),Machine Learning ASIC Instances,8,inf1.2xlarge,16.0,EBS only,Up to 25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
91,HFDYWHDYN3ETFQY2.JRTCKXETXF.6YS6EN2CT7,1.6128,US East (Ohio),Memory optimized,32,r6g.8xlarge,256.0,EBS only,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
92,HD9KFFG57BPS6XA9.JRTCKXETXF.6YS6EN2CT7,4.18392,US East (Ohio),Memory optimized,48,r6in.12xlarge,384.0,EBS only,75000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
93,HE9M7G8GZPGU92WY.JRTCKXETXF.6YS6EN2CT7,0.0835,US East (Ohio),Memory optimized,1,x2gd.medium,16.0,1 x 59 SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
94,GHPEXJBD35RFJG26.JRTCKXETXF.6YS6EN2CT7,8.36784,US East (Ohio),Memory optimized,96,r6in.24xlarge,768.0,EBS only,150000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
95,GSMN37GEEUV2CC27.JRTCKXETXF.6YS6EN2CT7,0.8,US East (Ohio),General purpose,16,m4.4xlarge,64.0,EBS only,High,Linux,General Purpose,Linux,NA,No License required
96,GPPGEAEF49ATEFKK.JRTCKXETXF.6YS6EN2CT7,1.1562,US East (Ohio),Compute optimized,32,c7g.8xlarge,64.0,EBS only,15 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
97,GRVGNZ4NKUXSZE6F.JRTCKXETXF.6YS6EN2CT7,0.238,US East (Ohio),General purpose,4,m5n.xlarge,16.0,EBS only,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
98,GRC4TBHYC934KSEJ.JRTCKXETXF.6YS6EN2CT7,0.14408,US East (Ohio),Storage optimized,1,is4gen.medium,6.0,1 x 937 SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
99,H3E4D3MNQF6YVRF6.JRTCKXETXF.6YS6EN2CT7,2.464,US East (Ohio),Compute optimized,64,c5a.16xlarge,128.0,EBS only,20 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
100,H4ZG7UN963DEF9B2.JRTCKXETXF.6YS6EN2CT7,0.596,US East (Ohio),Memory optimized,8,r5n.2xlarge,64.0,EBS only,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
101,H4N4UC4S7UCK7GSH.JRTCKXETXF.6YS6EN2CT7,0.596,US East (Ohio),Memory optimized,8,r5b.2xlarge,64.0,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
102,H5A46RATU7NWTET6.JRTCKXETXF.6YS6EN2CT7,0.1819,US East (Ohio),Storage optimized,2,im4gn.large,8.0,1 x 937 SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
103,GZSHSGVERG8544YU.JRTCKXETXF.6YS6EN2CT7,0.2,US East (Ohio),General purpose,4,m4.xlarge,16.0,EBS only,High,Linux,General Purpose,Linux,NA,No License required
104,H2THDDW6B7P8U78G.JRTCKXETXF.6YS6EN2CT7,0.0255,US East (Ohio),General purpose,1,a1.medium,2.0,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
105,GY4EP95U8PKCRZ58.JRTCKXETXF.6YS6EN2CT7,0.0832,US East (Ohio),General purpose,2,t3.large,8.0,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
106,GYVG6SH3UXKHGUJD.JRTCKXETXF.6YS6EN2CT7,9.6768,US East (Ohio),Memory optimized,128,r6id.32xlarge,1024.0,4 x 1900 SSD,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
107,87GUC2RJ3Y9NTE96.JRTCKXETXF.6YS6EN2CT7,4.464,US East (Ohio),Memory optimized,48,z1d.12xlarge,384.0,2 x 900 NVMe SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
108,87VPS2DRVVDV355S.JRTCKXETXF.6YS6EN2CT7,0.8064,US East (Ohio),Memory optimized,16,r6g.4xlarge,128.0,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
109,88H8KNDPXNRCEBAU.JRTCKXETXF.6YS6EN2CT7,3.888,US East (Ohio),Compute optimized,72,c5n.18xlarge,192.0,EBS only,100 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
110,8CCCNAQ4R5QGYJFP.JRTCKXETXF.6YS6EN2CT7,109.2,US East (Ohio),Memory optimized,448,u-12tb1.112xlarge,12288.0,EBS only,100 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
111,8D49XP354UEYTHGM.JRTCKXETXF.6YS6EN2CT7,0.096,US East (Ohio),General purpose,2,m5.large,8.0,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
112,8EKJAJ4QY6KN7PVJ.JRTCKXETXF.6YS6EN2CT7,0.0904,US East (Ohio),General purpose,2,m6gd.large,8.0,1 x 118 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
113,8UYD3VJ5TQ6PEW5V.JRTCKXETXF.6YS6EN2CT7,0.4536,US East (Ohio),Compute optimized,8,c6in.2xlarge,16.0,EBS only,Up to 40000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
114,8VCFHRSGSGNU4KUP.JRTCKXETXF.6YS6EN2CT7,7.152,US East (Ohio),Memory optimized,96,r5b.metal,768.0,EBS only,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
115,8SJJWBQEQ55NTABM.JRTCKXETXF.6YS6EN2CT7,3.06,US East (Ohio),Compute optimized,72,c5.18xlarge,144.0,EBS only,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
116,8PT295FGK5BA7XPK.JRTCKXETXF.6YS6EN2CT7,4.192,US East (Ohio),Memory optimized,64,r5ad.16xlarge,512.0,4 x 600 NVMe SSD,12 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
117,8MUE5GW7RQ939SBD.JRTCKXETXF.6YS6EN2CT7,3.616,US East (Ohio),General purpose,64,m5d.16xlarge,256.0,4 x 600 NVMe SSD,20 Gigabit,Linux,General Purpose,Linux,NA,No License required
118,8KUY3ZV7F3CFSGFG.JRTCKXETXF.6YS6EN2CT7,0.228,US East (Ohio),Machine Learning ASIC Instances,4,inf1.xlarge,8.0,EBS only,Up to 25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
119,8ESS9QXCJT48TMPH.JRTCKXETXF.6YS6EN2CT7,0.686,US East (Ohio),Storage optimized,8,i4i.2xlarge,64.0,1 x 1875 NVMe SSD,Up to 12 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
120,8ETBXSF8EMYHZQHA.JRTCKXETXF.6YS6EN2CT7,0.0765,US East (Ohio),Compute optimized,2,c6a.large,4.0,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
121,A6PYBM8K8FAMKCGJ.JRTCKXETXF.6YS6EN2CT7,0.204,US East (Ohio),General purpose,8,a1.2xlarge,16.0,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
